Horaire,Durée,Latitude,Longitude,Altitude m,Pression mb,Temp Int C,Temp Ext C,Humidité %,Tension batterie V
15:10:09,02:03:19,47.729,0.85366666,11178.371,215,-2.5,-39.7,10,12
15:10:30,02:03:40,47.727,0.8566666,11016.215,220,-2.6,-39.2,9,12
15:10:51,02:04:01,47.724834,0.86050004,10864.728,225,-2.7,-40.7,9,12
15:11:11,02:04:21,47.722668,0.8635,10718.422,231,-2.6,-41.5,10,12
15:11:32,02:04:42,47.720665,0.8665,10566.935,236,-2.7,-41.7,10,12
15:11:53,02:05:03,47.718334,0.87,10419.1045,242,-2.7,-41.5,10,12
15:12:14,02:05:24,47.7155,0.8736667,10277.066,247,-2.8,-41.7,9,12
15:12:34,02:05:44,47.712166,0.877,10145.696,252,-2.8,-43.2,9,12
15:12:55,02:06:05,47.707832,0.88,10007.315,258,-2.8,-43.2,9,12
15:13:16,02:06:26,47.703167,0.8835,9876.859,263,-2.8,-43.2,8,12
15:13:36,02:06:46,47.698334,0.8871667,9754.9375,269,-2.8,-43.5,8,12
15:13:57,02:07:07,47.693,0.89133334,9627.529,274,-3.1,-43.5,8,12
15:14:18,02:07:28,47.68717,0.89566666,9499.512,279,-3.2,-43,8,12
15:14:39,02:07:49,47.681667,0.8998333,9375.762,285,-3.1,-42.7,8,12
15:14:59,02:08:09,47.676334,0.9036667,9257.498,290,-3.3,-42.2,8,12
15:15:20,02:08:30,47.670666,0.90783334,9133.748,296,-3.2,-41.2,8,12
15:15:41,02:08:51,47.665,0.91199994,9011.521,302,-3.3,-40.5,8,12
15:16:02,02:09:12,47.659,0.9163333,8890.515,307,-3.5,-39.7,8,12
15:16:22,02:09:32,47.65333,0.92050004,8778.347,313,-3.5,-39,8,12.1
15:16:43,02:09:53,47.647335,0.9248333,8664.654,318,-3.6,-38,8,12
15:17:04,02:10:14,47.6415,0.9288333,8547.61,324,-3.5,-37.5,8,12.1
15:17:24,02:10:34,47.636,0.9326667,8438.795,330,-3.5,-36.7,8,12.1
15:17:45,02:10:55,47.6305,0.9365,8324.188,335,-3.6,-36.5,8,12
15:18:06,02:11:16,47.625168,0.94,8209.888,341,-3.6,-35.2,8,12.1
15:18:27,02:11:37,47.619835,0.944,8098.6343,347,-3.6,-35,8,12
15:18:47,02:11:57,47.615,0.9475,7992.5625,353,-3.6,-34.7,8,12.1
15:19:08,02:12:18,47.61017,0.95066667,7881.309,359,-3.7,-34.2,8,12.1
15:19:29,02:12:39,47.60533,0.95433336,7769.4463,364,-3.6,-33,8,12
15:19:50,02:13:00,47.601,0.95816666,7660.0215,370,-3.6,-32.5,8,12
15:20:10,02:13:20,47.597168,0.9623333,7556.998,376,-3.7,-32.2,8,12
15:20:31,02:13:41,47.593,0.9663333,7450.0117,382,-3.7,-31.7,8,12.1
15:20:52,02:14:02,47.58917,0.97066665,7343.9404,388,-3.5,-31,9,12
15:21:12,02:14:22,47.585167,0.9751667,7242.4404,394,-3.6,-30,9,12
15:21:33,02:14:43,47.581165,0.9791666,7136.369,400,-3.7,-29.2,9,12
15:21:54,02:15:04,47.57733,0.98333335,7031.8213,406,-3.7,-28.2,9,12
15:22:15,02:15:25,47.573666,0.9875,6929.1025,412,-3.6,-28.2,9,11.9
15:22:35,02:15:45,47.57033,0.9915,6831.5654,418,-3.5,-27.5,9,12
15:22:56,02:16:06,47.566833,0.9951667,6729.7607,424,-3.5,-27.2,9,12
15:23:17,02:16:27,47.563667,0.999,6628.8706,430,-3.5,-26.5,10,12
15:23:38,02:16:48,47.560665,1.0023333,6530.4194,436,-3.2,-26.5,10,12
15:23:58,02:17:08,47.558167,1.0058334,6437.759,442,-3.3,-25.7,10,12
15:24:19,02:17:29,47.5555,1.0091667,6341.7456,448,-3.1,-24.7,10,12
15:24:40,02:17:50,47.553,1.013,6246.9517,454,-3.3,-24,10,12
15:25:00,02:18:10,47.5505,1.0166667,6158.5586,460,-3.1,-23.5,10,12
15:25:21,02:18:31,47.548332,1.0205,6064.984,466,-3.1,-23,11,12
15:25:42,02:18:52,47.546333,1.0246667,5971.714,472,-3.1,-22.7,11,12
15:26:03,02:19:13,47.544334,1.0286666,5876.3105,478,-3,-22,11,12
15:26:23,02:19:33,47.54233,1.032,5785.479,484,-2.8,-21.7,11,12
15:26:44,02:19:54,47.540165,1.0356667,5687.637,491,-2.7,-20.7,12,12
15:27:05,02:20:15,47.5385,1.0391667,5586.747,498,-2.6,-20,12,12
15:27:26,02:20:36,47.536667,1.0425,5485.857,504,-2.6,-19.5,12,12
15:27:46,02:20:56,47.53533,1.0456667,5388.929,511,-2.6,-19.2,12,11.9
15:28:07,02:21:17,47.53417,1.049,5287.7344,519,-2.3,-18.7,13,11.9
15:28:28,02:21:38,47.533,1.0521667,5183.7964,526,-2.3,-18.5,13,12
15:28:48,02:21:58,47.532,1.0555,5084.7354,533,-2.1,-17.5,13,12
15:29:09,02:22:19,47.531,1.059,4978.359,541,-2.1,-16.5,13,12
15:29:30,02:22:40,47.530334,1.0625,4872.287,548,-2,-16.2,13,12
15:29:51,02:23:01,47.529835,1.066,4768.654,556,-1.8,-15.5,13,11.9
15:30:11,02:23:21,47.5295,1.069,4671.726,563,-1.6,-15,12,11.9
15:30:32,02:23:42,47.529,1.072,4572.0557,570,-1.5,-15,13,12
15:30:53,02:24:03,47.528667,1.0746666,4472.385,578,-1.6,-14,12,11.9
15:31:14,02:24:24,47.52833,1.0776666,4373.323,585,-1.3,-13.2,12,12
15:31:34,02:24:44,47.528,1.0805,4280.663,593,-1.3,-12.2,12,12
15:31:55,02:25:05,47.527832,1.0835,4179.1636,600,-1.1,-11.5,12,12
15:32:16,02:25:26,47.527332,1.0866667,4074.9207,608,-1,-11.5,12,11.9
15:32:36,02:25:46,47.52717,1.0893333,3970.9827,617,-1,-11,13,12
15:32:57,02:26:07,47.526833,1.0921667,3862.1677,626,-0.7,-9.7,13,12
15:33:18,02:26:28,47.52667,1.0951667,3757.6199,634,-0.6,-8.5,13,12
15:33:39,02:26:49,47.5265,1.098,3653.3772,642,-0.5,-8.2,14,12
15:33:59,02:27:09,47.526333,1.1003333,3558.2783,650,-0.3,-7.5,14,12
15:34:20,02:27:30,47.526165,1.103,3459.522,659,-0.2,-7,13,12
15:34:41,02:27:51,47.526,1.1053333,3361.9849,666,-0.1,-6.2,12,11.9
15:35:02,02:28:12,47.526,1.1078334,3269.934,674,0.1,-5.7,12,11.9
15:35:22,02:28:32,47.525833,1.1103333,3187.942,681,0.1,-5.2,12,12
15:35:43,02:28:53,47.525833,1.1131667,3107.4736,688,0.3,-4.7,11,11.9
15:36:04,02:29:14,47.525665,1.1158333,3030.0535,694,0.5,-4,11,12
15:36:24,02:29:34,47.5255,1.1183333,2956.291,701,0.6,-3.2,11,11.9
15:36:45,02:29:55,47.525166,1.1208333,2885.2717,707,0.8,-3,11,11.9
15:37:06,02:30:16,47.524834,1.1235,2818.5198,713,1.1,-2.7,11,11.9
15:37:27,02:30:37,47.524334,1.1261667,2747.8054,719,1.3,-2,11,12
15:37:47,02:30:57,47.524166,1.1285,2681.0532,725,1.3,-2.5,11,12
15:38:08,02:31:18,47.523834,1.1313334,2613.082,731,1.6,-2.5,12,12
15:38:29,02:31:39,47.524,1.1341667,2538.4053,737,1.6,-2.2,13,12
15:38:49,02:31:59,47.524,1.137,2466.7764,744,1.8,-1.5,14,12
15:39:10,02:32:20,47.524,1.1405001,2379.6025,752,2.1,-1.2,15,12
15:39:31,02:32:41,47.524334,1.1438334,2281.4556,761,2.5,-2.2,17,12
15:39:52,02:33:02,47.524666,1.1475,2177.5176,771,2.7,-1.2,21,12
15:40:12,02:33:22,47.525,1.1505,2092.4773,779,2.7,-0.5,25,12
15:40:33,02:33:43,47.525166,1.1538334,2003.7795,787,3,0,28,12
15:40:54,02:34:04,47.5255,1.1573334,1913.5576,796,3.1,1,30,12
15:41:15,02:34:25,47.525665,1.1608334,1822.4213,804,3.5,1.2,32,12
15:41:35,02:34:45,47.526,1.164,1735.857,813,3.6,2,34,12
15:41:56,02:35:06,47.526165,1.1675,1645.0255,821,3.8,2.7,35,12
15:42:37,02:35:47,47.5265,1.1743333,1486.8324,837,4.1,4.2,38,12
15:42:58,02:36:08,47.52717,1.1771667,1415.2036,844,4.3,3.7,39,12
15:43:19,02:36:29,47.527668,1.1798333,1345.7084,851,4.6,4.2,41,12
15:43:40,02:36:50,47.528168,1.1825,1273.165,858,4.8,5.2,42,12
15:44:00,02:37:10,47.52833,1.185,1206.7179,865,5,5.5,44,12
15:45:23,02:38:33,47.528667,1.1933334,913.4967,894,6,6.2,49,12
15:45:46,02:38:56,47.5288,1.194,805,900,7,6.5,50,12
15:45:55,02:39:05,47.5292,1.195114,620,912,8,7,52,12
15:46:25,02:39:35,47.5296,1.19674,551,920,10,8,54,12
15:46:45,02:39:55,47.530334,1.19841,432,935,11,9,55,12
15:47:15,02:40:25,47.531,1.20047,328,941,11,9,55,12
15:47:35,02:40:45,47.5315,1.201514,208,948,12,10,58,12
15:47:55,02:41:05,47.532,1.202596,115,952,12,10,58,12
